chars,annotation,start,end,id,name
10219,sie,8254,8257,3, Marienkind (1857)
10219,sie,8642,8645,3, Marienkind (1857)
8819,sie,4039,4042,7, Der gute Handel (1857)
8819,sie,4221,4224,7, Der gute Handel (1857)
8819,sie,2808,2811,7, Der gute Handel (1857)
8819,sie,974,977,7, Der gute Handel (1857)
8819,sie,6168,6171,7, Der gute Handel (1857)
8819,sie,4121,4124,7, Der gute Handel (1857)
8819,sie,4096,4099,7, Der gute Handel (1857)
19551,sie,4315,4318,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,11055,11058,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,10931,10934,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,19028,19031,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,11772,11775,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,8452,8455,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,10764,10767,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,3672,3675,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,274,277,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,11238,11241,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,904,907,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,5710,5713,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,11076,11079,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,10798,10801,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sie,8424,8427,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,sie,574,577,2, Katze und Maus in Gesellschaft (1857)
5281,sie,2817,2820,2, Katze und Maus in Gesellschaft (1857)
5281,sie,1766,1769,2, Katze und Maus in Gesellschaft (1857)
5281,sie,5234,5237,2, Katze und Maus in Gesellschaft (1857)
5281,sie,4723,4726,2, Katze und Maus in Gesellschaft (1857)
5281,sie,5216,5219,2, Katze und Maus in Gesellschaft (1857)
5281,sie,3145,3148,2, Katze und Maus in Gesellschaft (1857)
5281,sie,160,163,2, Katze und Maus in Gesellschaft (1857)
5281,sie,1825,1828,2, Katze und Maus in Gesellschaft (1857)
5281,sie,1616,1619,2, Katze und Maus in Gesellschaft (1857)
5281,sie,2739,2742,2, Katze und Maus in Gesellschaft (1857)
5281,sie,3842,3845,2, Katze und Maus in Gesellschaft (1857)
5281,sie,1061,1064,2, Katze und Maus in Gesellschaft (1857)
7839,sie,6340,6343,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,6295,6298,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,1693,1696,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,3758,3761,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,263,266,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,2243,2246,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,3499,3502,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,6246,6249,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,1408,1411,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,5556,5559,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,6957,6960,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,5631,5634,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,2945,2948,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,4932,4935,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,3440,3443,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,5783,5786,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,1115,1118,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,5326,5329,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,2704,2707,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,3101,3104,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,1031,1034,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,1287,1290,1, Der Froschkönig oder der eiserne Heinrich
7839,sie,6215,6218,1, Der Froschkönig oder der eiserne Heinrich
5846,sie,4496,4499,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,234,237,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,4335,4338,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,3142,3145,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,3732,3735,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,4570,4573,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,186,189,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,961,964,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,119,122,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,3455,3458,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,4206,4209,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,5711,5714,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,3799,3802,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,4901,4904,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,4253,4256,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,4020,4023,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,3360,3363,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,3384,3387,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,4871,4874,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,2768,2771,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,2395,2398,5, Der Wolf und die sieben jungen Geislein (1857)
5846,sie,2355,2358,5, Der Wolf und die sieben jungen Geislein (1857)
19551,den Taugenichts,4441,4456,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,seine Tochter,9237,9250,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
10219,die Englein,2322,2333,3, Marienkind (1857)
10219,die Englein,1698,1709,3, Marienkind (1857)
10219,die Englein,2063,2074,3, Marienkind (1857)
10219,die Englein,898,909,3, Marienkind (1857)
19551,der Junge,16306,16315,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,16958,16967,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,18196,18205,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,5668,5677,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,10069,10078,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,12874,12883,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,6210,6219,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,14145,14154,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,9560,9569,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,8182,8191,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,2251,2260,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,2553,2562,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,3261,3270,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,6047,6056,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,5453,5462,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,17459,17468,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,2948,2957,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,3811,3820,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,7994,8003,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,14214,14223,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,2810,2819,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,17719,17728,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Junge,17596,17605,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
8819,ein großer Windhund,1951,1970,7, Der gute Handel (1857)
7839,dem kalten Frosch,5303,5320,1, Der Froschkönig oder der eiserne Heinrich
8819,Die Frösche,705,716,7, Der gute Handel (1857)
8819,Die Frösche,484,495,7, Der gute Handel (1857)
10219,dein,602,606,3, Marienkind (1857)
10219,dein,7004,7008,3, Marienkind (1857)
10219,dein,7755,7759,3, Marienkind (1857)
10219,dein,2148,2152,3, Marienkind (1857)
10219,dein,8750,8754,3, Marienkind (1857)
8819,dein,2925,2929,7, Der gute Handel (1857)
19551,dein,1203,1207,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dein,1718,1722,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dein,8262,8266,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dein,18130,18134,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dein,1167,1171,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,dein,4864,4868,1, Der Froschkönig oder der eiserne Heinrich
7839,dein,5178,5182,1, Der Froschkönig oder der eiserne Heinrich
7839,dein,5147,5151,1, Der Froschkönig oder der eiserne Heinrich
8819,der Soldat,4973,4983,7, Der gute Handel (1857)
7839,mein Kind,3645,3654,1, Der Froschkönig oder der eiserne Heinrich
10219,die Engel,4763,4772,3, Marienkind (1857)
5846,die sieben Geislein,5671,5690,5, Der Wolf und die sieben jungen Geislein (1857)
8819,Der Hund,2248,2256,7, Der gute Handel (1857)
10219,Pferd,5686,5691,3, Marienkind (1857)
10219,Pferd,6298,6303,3, Marienkind (1857)
8819,Der Fleischer,3166,3179,7, Der gute Handel (1857)
10219,ichs,2457,2461,3, Marienkind (1857)
8819,ichs,8802,8806,7, Der gute Handel (1857)
19551,ichs,7461,7465,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ichs,16672,16676,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ichs,10276,10280,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,ichs,2564,2568,2, Katze und Maus in Gesellschaft (1857)
5281,die Maus,4427,4435,2, Katze und Maus in Gesellschaft (1857)
5281,die Maus,182,190,2, Katze und Maus in Gesellschaft (1857)
5281,die Maus,2101,2109,2, Katze und Maus in Gesellschaft (1857)
5281,die Maus,1241,1249,2, Katze und Maus in Gesellschaft (1857)
5281,die Maus,2033,2041,2, Katze und Maus in Gesellschaft (1857)
5281,die Maus,4815,4823,2, Katze und Maus in Gesellschaft (1857)
5281,die Maus,2837,2845,2, Katze und Maus in Gesellschaft (1857)
5281,die Maus,4084,4092,2, Katze und Maus in Gesellschaft (1857)
5281,die Maus,3396,3404,2, Katze und Maus in Gesellschaft (1857)
8819,Ein Bauer,22,31,7, Der gute Handel (1857)
19551,Der jüngste,790,801,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
8819,den Sünder,7380,7390,7, Der gute Handel (1857)
5281,Eine Katze,37,47,2, Katze und Maus in Gesellschaft (1857)
5281,Die gute Maus,2585,2598,2, Katze und Maus in Gesellschaft (1857)
8819,die Königstochter,3870,3887,7, Der gute Handel (1857)
8819,die Königstochter,4800,4817,7, Der gute Handel (1857)
5281,der Maus,3152,3160,2, Katze und Maus in Gesellschaft (1857)
19551,Der Alte,17952,17960,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,das Königskind,452,466,1, Der Froschkönig oder der eiserne Heinrich
8819,der große Hund,3267,3281,7, Der gute Handel (1857)
10219,die Königin,7353,7364,3, Marienkind (1857)
10219,die Königin,9151,9162,3, Marienkind (1857)
10219,die Königin,8133,8144,3, Marienkind (1857)
10219,die Königin,7572,7583,3, Marienkind (1857)
10219,die Königin,8690,8701,3, Marienkind (1857)
10219,die Königin,8409,8420,3, Marienkind (1857)
10219,die Königin,6649,6660,3, Marienkind (1857)
10219,die Königin,8900,8911,3, Marienkind (1857)
10219,die Königin,7901,7912,3, Marienkind (1857)
7839,den jungen König,6800,6816,1, Der Froschkönig oder der eiserne Heinrich
10219,deine,7781,7786,3, Marienkind (1857)
10219,deine,8858,8863,3, Marienkind (1857)
5281,deine,2283,2288,2, Katze und Maus in Gesellschaft (1857)
5281,deine,4637,4642,2, Katze und Maus in Gesellschaft (1857)
7839,deine,1826,1831,1, Der Froschkönig oder der eiserne Heinrich
7839,deine,1811,1816,1, Der Froschkönig oder der eiserne Heinrich
7839,deine,1859,1864,1, Der Froschkönig oder der eiserne Heinrich
5846,deine,1042,1047,5, Der Wolf und die sieben jungen Geislein (1857)
5846,deine,2244,2249,5, Der Wolf und die sieben jungen Geislein (1857)
10219,die Jungfrau,3379,3391,3, Marienkind (1857)
10219,dich,1307,1311,3, Marienkind (1857)
8819,dich,4077,4081,7, Der gute Handel (1857)
8819,dich,4636,4640,7, Der gute Handel (1857)
8819,dich,5123,5127,7, Der gute Handel (1857)
8819,dich,2458,2462,7, Der gute Handel (1857)
19551,dich,15787,15791,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dich,13216,13220,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dich,17705,17709,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dich,8634,8638,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dich,8350,8354,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dich,5918,5922,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dich,4914,4918,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dich,17246,17250,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dich,16349,16353,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dich,3102,3106,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dich,16417,16421,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dich,17093,17097,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,dich,411,415,2, Katze und Maus in Gesellschaft (1857)
5281,dich,5087,5091,2, Katze und Maus in Gesellschaft (1857)
7839,dich,3673,3677,1, Der Froschkönig oder der eiserne Heinrich
7839,dich,3722,3726,1, Der Froschkönig oder der eiserne Heinrich
5846,dich,1909,1913,5, Der Wolf und die sieben jungen Geislein (1857)
5846,einem Krämer,1110,1122,5, Der Wolf und die sieben jungen Geislein (1857)
19551, Ihr,19040,19044,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
10219,ein Apostel,1590,1601,3, Marienkind (1857)
10219,es,3493,3495,3, Marienkind (1857)
10219,es,6483,6485,3, Marienkind (1857)
10219,es,3343,3345,3, Marienkind (1857)
10219,es,4360,4362,3, Marienkind (1857)
10219,es,4553,4555,3, Marienkind (1857)
10219,es,6443,6445,3, Marienkind (1857)
10219,es,6102,6104,3, Marienkind (1857)
10219,es,2542,2544,3, Marienkind (1857)
10219,es,6550,6552,3, Marienkind (1857)
10219,es,1531,1533,3, Marienkind (1857)
10219,es,3143,3145,3, Marienkind (1857)
10219,es,2375,2377,3, Marienkind (1857)
10219,es,5133,5135,3, Marienkind (1857)
10219,es,6001,6003,3, Marienkind (1857)
10219,es,733,735,3, Marienkind (1857)
10219,es,5967,5969,3, Marienkind (1857)
10219,es,622,624,3, Marienkind (1857)
10219,es,2655,2657,3, Marienkind (1857)
10219,es,1816,1818,3, Marienkind (1857)
10219,es,1641,1643,3, Marienkind (1857)
10219,es,2989,2991,3, Marienkind (1857)
10219,es,667,669,3, Marienkind (1857)
10219,es,4808,4810,3, Marienkind (1857)
10219,es,4703,4705,3, Marienkind (1857)
10219,es,4886,4888,3, Marienkind (1857)
10219,es,4177,4179,3, Marienkind (1857)
10219,es,4329,4331,3, Marienkind (1857)
10219,es,3012,3014,3, Marienkind (1857)
10219,es,6286,6288,3, Marienkind (1857)
10219,es,2788,2790,3, Marienkind (1857)
10219,es,4247,4249,3, Marienkind (1857)
10219,es,2181,2183,3, Marienkind (1857)
10219,es,4940,4942,3, Marienkind (1857)
10219,es,4462,4464,3, Marienkind (1857)
10219,es,5612,5614,3, Marienkind (1857)
10219,es,5085,5087,3, Marienkind (1857)
10219,es,3857,3859,3, Marienkind (1857)
10219,es,8151,8153,3, Marienkind (1857)
10219,es,3180,3182,3, Marienkind (1857)
10219,es,5409,5411,3, Marienkind (1857)
10219,es,932,934,3, Marienkind (1857)
10219,es,2577,2579,3, Marienkind (1857)
10219,es,4160,4162,3, Marienkind (1857)
10219,es,5287,5289,3, Marienkind (1857)
10219,es,2508,2510,3, Marienkind (1857)
10219,es,821,823,3, Marienkind (1857)
10219,es,808,810,3, Marienkind (1857)
10219,es,765,767,3, Marienkind (1857)
10219,es,6216,6218,3, Marienkind (1857)
10219,es,6519,6521,3, Marienkind (1857)
10219,es,6262,6264,3, Marienkind (1857)
10219,es,4641,4643,3, Marienkind (1857)
10219,es,976,978,3, Marienkind (1857)
10219,es,2878,2880,3, Marienkind (1857)
10219,es,5366,5368,3, Marienkind (1857)
10219,es,1715,1717,3, Marienkind (1857)
10219,es,4407,4409,3, Marienkind (1857)
10219,es,4903,4905,3, Marienkind (1857)
10219,es,2614,2616,3, Marienkind (1857)
10219,es,3590,3592,3, Marienkind (1857)
19551,es,12484,12486,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,es,3390,3392,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,es,12449,12451,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,es,2973,2975,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,es,3297,3299,1, Der Froschkönig oder der eiserne Heinrich
7839,es,3328,3330,1, Der Froschkönig oder der eiserne Heinrich
5846,es,4763,4765,5, Der Wolf und die sieben jungen Geislein (1857)
5846,es,3556,3558,5, Der Wolf und die sieben jungen Geislein (1857)
5846,es,3571,3573,5, Der Wolf und die sieben jungen Geislein (1857)
19551,dem Vater,4274,4283,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
10219,seinem,5886,5892,3, Marienkind (1857)
10219,seinem,2212,2218,3, Marienkind (1857)
10219,seinem,5742,5748,3, Marienkind (1857)
19551,seinem,18339,18345,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,seinem,7266,7272,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,seinem,14811,14817,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,seinem,11349,11355,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,seinem,3945,3951,5, Der Wolf und die sieben jungen Geislein (1857)
5846,seinem,5315,5321,5, Der Wolf und die sieben jungen Geislein (1857)
10219,die Leute,8113,8122,3, Marienkind (1857)
19551,die Leute,248,257,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
10219,die Jungfrau Maria,9915,9933,3, Marienkind (1857)
10219,die Jungfrau Maria,7633,7651,3, Marienkind (1857)
19551,der älteste,98,109,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Ein Vater,60,69,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
10219,mein,6186,6190,3, Marienkind (1857)
8819,mein,5952,5956,7, Der gute Handel (1857)
8819,mein,8441,8445,7, Der gute Handel (1857)
19551,mein,18482,18486,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mein,14170,14174,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mein,15477,15481,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mein,3726,3730,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mein,16459,16463,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,mein,2968,2972,2, Katze und Maus in Gesellschaft (1857)
5281,Der Katze,3046,3055,2, Katze und Maus in Gesellschaft (1857)
5281,Pathen,2289,2295,2, Katze und Maus in Gesellschaft (1857)
10219,ihr,8594,8597,3, Marienkind (1857)
10219,ihr,7403,7406,3, Marienkind (1857)
10219,ihr,3593,3596,3, Marienkind (1857)
10219,ihr,7996,7999,3, Marienkind (1857)
10219,ihr,10165,10168,3, Marienkind (1857)
10219,ihr,10138,10141,3, Marienkind (1857)
10219,ihr,10059,10062,3, Marienkind (1857)
10219,ihr,6746,6749,3, Marienkind (1857)
10219,ihr,9052,9055,3, Marienkind (1857)
10219,ihr,7218,7221,3, Marienkind (1857)
10219,ihr,10188,10191,3, Marienkind (1857)
10219,ihr,9602,9605,3, Marienkind (1857)
10219,ihr,9883,9886,3, Marienkind (1857)
10219,ihr,9733,9736,3, Marienkind (1857)
10219,ihr,7655,7658,3, Marienkind (1857)
8819,ihr,413,416,7, Der gute Handel (1857)
8819,ihr,7481,7484,7, Der gute Handel (1857)
8819,ihr,5328,5331,7, Der gute Handel (1857)
8819,ihr,7430,7433,7, Der gute Handel (1857)
8819,ihr,1447,1450,7, Der gute Handel (1857)
8819,ihr,1423,1426,7, Der gute Handel (1857)
8819,ihr,1345,1348,7, Der gute Handel (1857)
8819,ihr,1310,1313,7, Der gute Handel (1857)
8819,ihr,1477,1480,7, Der gute Handel (1857)
8819,ihr,4024,4027,7, Der gute Handel (1857)
8819,ihr,1275,1278,7, Der gute Handel (1857)
8819,ihr,8509,8512,7, Der gute Handel (1857)
8819,ihr,5423,5426,7, Der gute Handel (1857)
8819,ihr,1295,1298,7, Der gute Handel (1857)
19551,ihr,14499,14502,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihr,10488,10491,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihr,10978,10981,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihr,5350,5353,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihr,3653,3656,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,ihr,5204,5207,2, Katze und Maus in Gesellschaft (1857)
5281,ihr,215,218,2, Katze und Maus in Gesellschaft (1857)
5281,ihr,167,170,2, Katze und Maus in Gesellschaft (1857)
5281,ihr,95,98,2, Katze und Maus in Gesellschaft (1857)
7839,ihr,267,270,1, Der Froschkönig oder der eiserne Heinrich
7839,ihr,5029,5032,1, Der Froschkönig oder der eiserne Heinrich
7839,ihr,7253,7256,1, Der Froschkönig oder der eiserne Heinrich
7839,ihr,3564,3567,1, Der Froschkönig oder der eiserne Heinrich
7839,ihr,6105,6108,1, Der Froschkönig oder der eiserne Heinrich
7839,ihr,3603,3606,1, Der Froschkönig oder der eiserne Heinrich
7839,ihr,2890,2893,1, Der Froschkönig oder der eiserne Heinrich
7839,ihr,2708,2711,1, Der Froschkönig oder der eiserne Heinrich
7839,ihr,1135,1138,1, Der Froschkönig oder der eiserne Heinrich
7839,ihr,7285,7288,1, Der Froschkönig oder der eiserne Heinrich
7839,ihr,653,656,1, Der Froschkönig oder der eiserne Heinrich
5846,ihr,3583,3586,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ihr,508,511,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ihr,3660,3663,5, Der Wolf und die sieben jungen Geislein (1857)
8819,dirs,2569,2573,7, Der gute Handel (1857)
8819,dirs,2435,2439,7, Der gute Handel (1857)
19551,dirs,15007,15011,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Dich,17024,17028,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,Die Königstochter,886,903,1, Der Froschkönig oder der eiserne Heinrich
7839,Die Königstochter,2665,2682,1, Der Froschkönig oder der eiserne Heinrich
5846,ihr lieben Kinder,780,797,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ihr lieben Kinder,1276,1293,5, Der Wolf und die sieben jungen Geislein (1857)
10219,das dritte Kind,9061,9076,3, Marienkind (1857)
5846,das jüngste Geislein,3764,3784,5, Der Wolf und die sieben jungen Geislein (1857)
5281,deinem,3497,3503,2, Katze und Maus in Gesellschaft (1857)
5281,deinem,3531,3537,2, Katze und Maus in Gesellschaft (1857)
7839,der Diener des jungen Königs,6511,6539,1, Der Froschkönig oder der eiserne Heinrich
5281,dieses Kind,2860,2871,2, Katze und Maus in Gesellschaft (1857)
5846,ihre Kinder,3328,3339,5, Der Wolf und die sieben jungen Geislein (1857)
8819,der Hund,2383,2391,7, Der gute Handel (1857)
10219,ein Mädchen,119,130,3, Marienkind (1857)
10219,Maria,9774,9779,3, Marienkind (1857)
5846,sieben junge Geislein,86,107,5, Der Wolf und die sieben jungen Geislein (1857)
10219,die,756,759,3, Marienkind (1857)
10219,die,429,432,3, Marienkind (1857)
10219,die,8630,8633,3, Marienkind (1857)
10219,die,1711,1714,3, Marienkind (1857)
8819,die,4279,4282,7, Der gute Handel (1857)
8819,die,1670,1673,7, Der gute Handel (1857)
8819,die,258,261,7, Der gute Handel (1857)
19551,die,11527,11530,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,die,9277,9280,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,die,14374,14377,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,die,6418,6421,1, Der Froschkönig oder der eiserne Heinrich
7839,die,207,210,1, Der Froschkönig oder der eiserne Heinrich
5846,die,996,999,5, Der Wolf und die sieben jungen Geislein (1857)
19551,ihren,4136,4141,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihren,3597,3602,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihren,10706,10711,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,Herr,7150,7154,1, Der Froschkönig oder der eiserne Heinrich
5846,die Kinder,1431,1441,5, Der Wolf und die sieben jungen Geislein (1857)
8819,der Bauer,4733,4742,7, Der gute Handel (1857)
8819,der Bauer,5073,5082,7, Der gute Handel (1857)
8819,der Bauer,2894,2903,7, Der gute Handel (1857)
8819,der Bauer,4911,4920,7, Der gute Handel (1857)
8819,der Bauer,4200,4209,7, Der gute Handel (1857)
8819,der Bauer,808,817,7, Der gute Handel (1857)
8819,der Bauer,7881,7890,7, Der gute Handel (1857)
8819,der Bauer,7727,7736,7, Der gute Handel (1857)
8819,der Bauer,5917,5926,7, Der gute Handel (1857)
8819,der Bauer,7550,7559,7, Der gute Handel (1857)
8819,der Bauer,3447,3456,7, Der gute Handel (1857)
8819,der Bauer,8228,8237,7, Der gute Handel (1857)
8819,der Bauer,5773,5782,7, Der gute Handel (1857)
8819,der Bauer,4480,4489,7, Der gute Handel (1857)
8819,der Bauer,2085,2094,7, Der gute Handel (1857)
8819,der Bauer,3211,3220,7, Der gute Handel (1857)
8819,ihrs,548,552,7, Der gute Handel (1857)
8819,ihrs,428,432,7, Der gute Handel (1857)
8819,ihrs,835,839,7, Der gute Handel (1857)
19551,ihrs,5327,5331,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,den Alten,17808,17817,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
8819,Der Bauer,2733,2742,7, Der gute Handel (1857)
10219,das Mädchen,3270,3281,3, Marienkind (1857)
10219,das Mädchen,3942,3953,3, Marienkind (1857)
10219,das Mädchen,4116,4127,3, Marienkind (1857)
8819,seiner Tochter,3612,3626,7, Der gute Handel (1857)
10219,Söhnlein,8871,8879,3, Marienkind (1857)
10219,die Jungfrau Mari,1425,1442,3, Marienkind (1857)
